,capital-gain,hours-per-week
9129,0,40
9130,0,50
9131,0,60
9132,0,40
9133,0,20
9134,0,50
9135,0,40
9136,4064,40
9137,0,26
9138,0,15
9139,0,40
9140,9386,6
9141,0,35
9142,0,40
9143,0,48
9144,0,40
9145,10520,40
9146,0,55
9147,0,1
9148,0,40
9149,4101,40
9150,0,40
9151,0,30
9152,0,40
9153,0,20
9154,0,40
9155,0,30
9156,0,36
9157,0,30
9158,0,55
9159,3325,60
9160,0,70
9161,0,15
9162,0,40
9163,0,40
9164,1455,6
9165,0,40
9166,0,40
9167,0,40
9168,0,40
9169,0,40
9170,0,20
9171,0,10
9172,0,40
9173,0,40
9174,0,15
9175,0,45
9176,0,38
9177,0,40
9178,0,40
9179,0,60
9180,0,44
9181,0,40
9182,0,48
9183,0,30
9184,99999,50
9185,0,40
9186,0,50
9187,0,40
9188,0,40
9189,4101,35
9190,0,40
9191,0,40
9192,0,45
9193,0,40
9194,0,50
9195,0,39
9196,0,40
9197,0,36
9198,0,40
9199,0,75
9200,0,40
9201,0,24
9202,0,40
9203,0,40
9204,0,50
9205,0,50
9206,0,45
9207,0,40
9208,0,40
9209,0,40
9210,0,30
9211,7688,50
9212,0,40
9213,0,40
9214,0,40
9215,0,40
9216,0,15
9217,0,45
9218,0,40
9219,0,55
9220,0,40
9221,0,40
9222,0,40
9223,0,50
9224,0,40
9225,0,40
9226,0,40
9227,27828,35
9228,99999,40
9229,0,50
9230,0,40
9231,0,40
9232,0,40
9233,0,40
9234,0,50
9235,0,60
9236,0,40
9237,0,50
9238,0,40
9239,1055,40
9240,0,40
9241,0,40
9242,7688,55
9243,0,18
9244,10520,50
9245,9386,30
9246,0,40
9247,7298,40
9248,0,45
9249,0,16
9250,0,45
9251,0,25
9252,0,40
9253,0,40
9254,0,40
9255,0,45
9256,0,40
9257,0,20
9258,0,40
9259,0,40
9260,0,50
9261,0,60
9262,0,40
9263,0,40
9264,0,12
9265,0,40
9266,0,48
9267,0,40
9268,0,40
9269,0,45
9270,0,40
9271,0,40
9272,0,40
9273,0,50
9274,0,40
9275,0,10
9276,0,50
9277,0,40
9278,0,40
9279,4386,40
9280,0,40
9281,0,40
9282,0,40
9283,0,40
9284,0,60
9285,0,51
9286,0,40
9287,0,50
9288,0,40
9289,0,50
9290,3908,28
9291,0,32
9292,0,55
9293,0,60
9294,0,40
9295,0,70
9296,0,40
9297,0,36
9298,0,40
9299,0,40
9300,0,40
9301,0,24
9302,0,40
9303,0,8
9304,0,20
9305,0,40
9306,0,50
9307,0,45
9308,0,40
9309,0,60
9310,15024,45
9311,0,40
9312,0,40
9313,0,30
9314,0,40
9315,0,60
9316,0,45
9317,0,40
9318,0,40
9319,2829,40
9320,0,60
9321,0,50
9322,0,3
9323,0,50
9324,0,30
9325,0,25
9326,0,40
9327,0,30
9328,0,12
9329,0,40
9330,0,40
9331,0,50
9332,0,40
9333,0,30
9334,0,40
9335,0,40
9336,0,40
9337,0,40
9338,0,40
9339,0,40
9340,0,4
9341,0,10
9342,0,60
9343,0,35
9344,0,60
9345,0,45
9346,0,50
9347,0,14
9348,15024,60
9349,0,15
9350,0,40
9351,0,40
9352,0,40
9353,0,24
9354,0,40
9355,0,40
9356,0,20
9357,0,48
9358,0,35
9359,0,50
9360,0,44
9361,0,40
9362,0,40
9363,0,40
9364,0,40
9365,0,44
9366,0,40
9367,0,40
9368,0,40
9369,0,50
9370,0,40
9371,0,40
9372,0,40
9373,0,45
9374,10566,35
9375,0,20
9376,0,40
9377,0,40
9378,0,40
9379,0,40
9380,0,40
9381,0,40
9382,0,54
9383,0,65
9384,0,40
9385,0,25
9386,0,35
9387,0,40
9388,0,46
9389,0,40
9390,0,40
9391,0,50
9392,0,50
9393,0,40
9394,0,19
9395,0,40
9396,4064,55
9397,0,50
9398,0,80
9399,0,45
9400,0,56
9401,0,40
9402,0,40
9403,0,25
9404,0,60
9405,0,40
9406,0,16
9407,0,46
9408,0,50
9409,0,40
9410,0,32
9411,0,40
9412,0,30
9413,0,52
9414,0,40
9415,0,20
9416,0,52
9417,0,40
9418,0,50
9419,0,32
9420,0,40
9421,0,55
9422,0,30
9423,0,40
9424,0,40
9425,0,40
9426,0,40
9427,0,50
9428,0,40
9429,0,40
9430,3908,35
9431,0,60
9432,0,40
9433,0,40
9434,0,43
9435,0,55
9436,0,40
9437,0,40
9438,0,40
9439,0,40
9440,0,45
9441,0,45
9442,0,48
9443,0,40
9444,0,40
9445,0,38
9446,0,40
9447,0,45
9448,0,40
9449,0,40
9450,0,45
9451,0,45
9452,0,30
9453,7688,40
9454,0,10
9455,0,25
9456,0,40
9457,0,40
9458,0,40
9459,0,38
9460,0,40
9461,0,30
9462,0,30
9463,0,40
9464,0,50
9465,0,49
9466,0,40
9467,0,24
9468,15024,37
9469,0,8
9470,0,40
9471,0,33
9472,0,50
9473,0,40
9474,0,40
9475,0,40
9476,0,25
9477,0,40
9478,0,45
9479,0,40
9480,0,41
9481,0,40
9482,0,40
9483,0,40
9484,0,40
9485,0,40
9486,0,20
9487,0,40
9488,0,40
9489,0,65
9490,0,40
9491,0,44
9492,0,70
9493,0,40
9494,0,15
9495,0,43
9496,0,12
9497,0,35
9498,2329,20
9499,0,15
9500,0,40
9501,0,40
9502,0,25
9503,0,42
9504,0,40
9505,6849,40
9506,0,38
9507,0,40
9508,0,60
9509,0,17
9510,0,34
9511,0,20
9512,0,40
9513,0,30
9514,0,43
9515,2036,60
9516,0,72
9517,0,40
9518,0,40
9519,0,40
9520,0,45
9521,0,42
9522,0,25
9523,0,70
9524,0,40
9525,0,48
9526,0,45
9527,0,40
9528,0,40
9529,0,40
9530,0,20
9531,0,40
9532,0,40
9533,0,50
9534,0,54
9535,0,30
9536,0,12
9537,0,60
9538,0,40
9539,0,38
9540,0,30
9541,0,45
9542,0,40
9543,0,40
9544,0,40
9545,0,35
9546,0,60
9547,0,45
9548,0,40
9549,0,20
9550,0,66
9551,3887,40
9552,0,40
9553,0,48
9554,0,30
9555,0,30
9556,0,48
9557,0,35
9558,0,35
9559,27828,60
9560,0,40
9561,0,45
9562,0,40
9563,0,33
9564,0,40
9565,2174,50
9566,0,60
9567,0,40
9568,0,40
9569,0,40
9570,0,40
9571,0,30
9572,0,32
9573,0,25
9574,0,56
9575,0,40
9576,0,35
9577,0,38
9578,0,40
9579,0,40
9580,0,28
9581,0,40
9582,0,80
9583,0,32
9584,0,26
9585,0,12
9586,0,50
9587,0,42
9588,0,40
9589,0,60
9590,0,40
9591,0,40
9592,0,33
9593,0,40
9594,0,40
9595,0,40
9596,4865,50
9597,0,38
9598,0,28
9599,8614,47
9600,0,60
9601,3942,40
9602,0,40
9603,0,45
9604,0,40
9605,13550,55
9606,0,45
9607,0,40
9608,0,30
9609,0,39
9610,0,40
9611,0,35
9612,0,29
9613,15024,50
9614,0,45
9615,0,40
9616,0,40
9617,3325,42
9618,0,38
9619,0,50
9620,0,45
9621,0,30
9622,0,20
9623,2202,40
9624,0,40
9625,0,40
9626,0,40
9627,0,40
9628,0,40
9629,0,35
9630,0,40
9631,0,40
9632,0,60
9633,0,30
9634,0,40
9635,0,25
9636,0,40
9637,0,40
9638,0,40
9639,0,55
9640,0,40
9641,0,45
9642,0,40
9643,0,20
9644,0,25
9645,0,35
9646,0,66
9647,0,50
9648,0,40
9649,7298,40
9650,0,40
9651,0,40
9652,4386,45
9653,0,30
9654,0,40
9655,0,8
9656,0,65
9657,0,20
9658,0,40
9659,0,35
9660,0,40
9661,0,40
9662,0,35
9663,0,45
9664,0,40
9665,1831,40
9666,0,38
9667,0,36
9668,0,40
9669,0,50
9670,0,20
9671,0,10
9672,8614,40
9673,99999,35
9674,0,35
9675,0,43
9676,0,12
9677,0,30
9678,0,40
9679,0,40
9680,0,40
9681,0,65
9682,0,50
9683,0,35
9684,0,35
9685,0,25
9686,0,40
9687,0,65
9688,0,50
9689,0,60
9690,5178,42
9691,0,25
9692,0,30
9693,0,40
9694,0,20
9695,0,50
9696,0,40
9697,0,40
9698,0,40
9699,0,50
9700,0,40
9701,0,40
9702,0,8
9703,0,18
9704,0,40
9705,0,50
9706,0,40
9707,0,40
9708,0,28
9709,0,40
9710,0,40
9711,0,40
9712,0,40
9713,0,44
9714,0,36
9715,7688,45
9716,0,40
9717,0,40
9718,0,85
9719,0,50
9720,5455,45
9721,0,40
9722,0,40
9723,0,40
9724,0,53
9725,0,40
9726,0,20
9727,0,40
9728,0,20
9729,0,40
9730,7298,50
9731,0,38
9732,4064,44
9733,0,24
9734,8614,45
9735,0,40
9736,0,45
9737,0,40
9738,0,40
9739,0,45
9740,0,40
9741,0,80
9742,0,40
9743,0,55
9744,0,40
9745,0,20
9746,0,40
9747,0,15
9748,0,45
9749,3325,40
9750,3325,60
9751,0,29
9752,10520,50
9753,0,56
9754,0,40
9755,0,44
9756,0,40
9757,0,20
9758,0,25
9759,0,40
9760,99999,40
9761,7688,35
9762,0,45
9763,0,50
9764,0,40
9765,0,60
9766,0,45
9767,0,40
9768,0,40
9769,3103,40
9770,0,35
9771,0,40
9772,0,40
9773,0,40
9774,0,40
9775,0,32
9776,0,40
9777,0,40
9778,0,15
9779,0,21
9780,0,40
9781,0,40
9782,0,60
9783,4650,44
9784,0,40
9785,0,40
9786,0,40
9787,0,35
9788,2885,40
9789,0,65
9790,0,35
9791,0,60
9792,0,50
9793,0,40
9794,0,48
9795,0,40
9796,0,55
9797,0,40
9798,0,45
9799,7688,55
9800,0,40
9801,0,50
9802,0,30
9803,0,6
9804,0,38
9805,0,25
9806,0,50
9807,0,50
9808,0,40
9809,0,50
9810,0,25
9811,0,99
9812,0,40
9813,0,40
9814,0,50
9815,0,40
9816,0,40
9817,0,45
9818,0,40
9819,0,50
9820,0,45
9821,0,4
9822,0,42
9823,0,40
9824,0,40
9825,0,40
9826,0,60
9827,0,40
9828,0,50
9829,0,40
9830,0,56
9831,0,99
9832,0,40
9833,0,50
9834,0,40
9835,0,40
9836,2885,40
9837,0,40
9838,0,27
9839,0,30
9840,0,30
9841,0,35
9842,0,70
9843,0,40
9844,0,28
9845,0,40
9846,0,30
9847,0,60
9848,0,40
9849,0,35
9850,0,32
9851,0,15
9852,0,40
9853,0,40
9854,0,40
9855,0,45
9856,0,35
9857,0,50
9858,0,40
9859,0,50
9860,0,40
9861,0,40
9862,0,40
9863,0,40
9864,0,40
9865,0,40
9866,0,40
9867,0,44
9868,0,40
9869,0,40
9870,0,25
9871,0,40
9872,0,11
9873,0,41
9874,0,50
9875,0,48
9876,0,40
9877,14084,40
9878,0,48
9879,0,64
9880,0,50
9881,0,38
9882,0,50
9883,0,40
9884,0,80
9885,0,35
9886,0,40
9887,0,40
9888,0,40
9889,0,55
9890,15024,50
9891,0,40
9892,0,55
9893,0,40
9894,0,40
9895,3942,40
9896,0,40
9897,1424,24
9898,0,40
9899,0,24
9900,0,45
9901,0,24
9902,0,45
9903,0,65
9904,0,16
9905,0,40
9906,0,40
9907,1409,15
9908,7688,40
9909,0,36
9910,0,43
9911,0,50
9912,0,40
9913,0,38
9914,0,45
9915,0,60
9916,0,50
9917,0,45
9918,0,40
9919,0,70
9920,10520,45
9921,0,40
9922,0,40
9923,0,48
9924,0,50
9925,0,16
9926,0,8
9927,0,20
9928,0,40
9929,0,55
9930,0,45
9931,0,40
9932,0,40
9933,0,40
9934,0,48
9935,0,40
9936,0,35
9937,0,40
9938,0,25
9939,0,50
9940,0,40
9941,0,35
9942,0,60
9943,0,40
9944,0,45
9945,15024,40
9946,0,56
9947,0,45
9948,0,10
9949,0,40
9950,0,40
9951,1831,40
9952,0,17
9953,0,20
9954,0,55
9955,0,60
9956,0,24
9957,0,40
9958,0,60
9959,0,40
9960,0,40
9961,0,36
9962,0,60
9963,0,20
9964,914,40
9965,0,40
9966,0,50
9967,0,40
9968,0,40
9969,0,40
9970,0,40
9971,0,45
9972,9562,40
9973,3471,40
9974,0,40
9975,0,20
9976,0,40
9977,0,40
9978,0,40
9979,0,40
9980,0,40
9981,0,40
9982,0,55
9983,0,40
9984,0,48
9985,0,45
9986,0,40
9987,0,40
9988,0,50
9989,0,46
9990,0,25
9991,0,40
9992,0,40
9993,0,15
9994,0,75
9995,0,60
9996,0,8
9997,0,40
9998,0,53
9999,0,40
10000,0,50
10001,0,45
10002,0,40
10003,0,70
10004,0,40
10005,0,50
10006,0,35
10007,0,48
10008,0,40
10009,0,55
10010,0,40
10011,0,40
10012,0,48
10013,0,25
10014,0,40
10015,0,20
10016,0,25
10017,0,55
10018,0,19
10019,0,40
10020,0,40
10021,0,25
10022,0,30
10023,0,25
10024,0,36
10025,0,37
10026,0,40
10027,0,40
10028,0,45
10029,0,40
10030,0,35
10031,0,40
10032,0,28
10033,14084,40
10034,0,40
10035,0,32
10036,0,25
10037,0,40
10038,0,40
10039,0,40
10040,0,40
10041,0,40
10042,0,40
10043,0,45
10044,0,35
10045,2176,25
10046,0,48
10047,0,40
10048,0,40
10049,0,40
10050,0,40
10051,0,77
10052,0,24
10053,0,55
10054,0,40
10055,0,40
10056,0,35
10057,0,60
10058,0,40
10059,0,45
10060,0,85
10061,0,40
10062,0,50
10063,0,72
10064,0,40
10065,0,12
10066,0,30
10067,0,60
10068,0,40
10069,0,40
10070,0,40
10071,0,40
10072,0,15
10073,0,40
10074,0,40
10075,0,60
10076,0,20
10077,0,40
10078,0,40
10079,0,50
10080,0,60
10081,0,40
10082,15024,36
10083,0,72
10084,0,40
10085,0,40
10086,0,70
10087,0,32
10088,0,40
10089,0,45
10090,0,70
10091,0,20
10092,0,20
10093,0,50
10094,0,40
10095,0,48
10096,0,21
10097,0,20
10098,0,40
10099,0,40
10100,0,40
10101,0,40
10102,0,40
10103,0,40
10104,0,40
10105,0,40
10106,0,38
10107,0,60
10108,0,40
10109,0,40
10110,0,40
10111,3942,50
10112,1055,30
10113,0,50
10114,25236,64
10115,0,40
10116,0,40
10117,0,39
10118,0,65
10119,0,40
10120,0,30
10121,0,60
10122,15024,40
10123,0,40
10124,0,35
10125,0,35
10126,0,84
10127,0,50
10128,0,12
10129,0,50
10130,0,40
10131,0,16
10132,0,40
10133,0,40
10134,0,40
10135,0,40
10136,0,45
10137,0,80
10138,0,40
10139,0,20
10140,0,40
10141,0,40
10142,0,65
10143,0,99
10144,15024,40
10145,0,40
10146,0,40
10147,0,40
10148,0,30
10149,0,40
10150,0,40
10151,0,20
10152,0,50
10153,0,60
10154,0,40
10155,7298,20
10156,0,40
10157,0,40
10158,0,40
10159,0,40
10160,0,25
10161,0,30
10162,0,40
10163,0,40
10164,0,40
10165,0,40
10166,0,40
10167,0,30
10168,0,40
10169,0,30
10170,3908,40
10171,15024,50
10172,0,40
10173,0,50
10174,0,40
10175,0,60
10176,0,40
10177,0,50
10178,0,40
10179,0,70
10180,0,9
10181,0,50
10182,0,26
10183,0,15
10184,0,7
10185,7298,60
10186,14084,45
10187,0,30
10188,0,40
10189,0,40
10190,4064,40
10191,0,40
10192,0,36
10193,0,40
10194,0,16
10195,0,40
10196,0,40
10197,0,40
10198,0,40
10199,0,55
10200,0,35
10201,0,30
10202,0,40
10203,0,40
10204,0,40
10205,3137,48
10206,0,20
10207,0,35
10208,0,72
10209,0,40
10210,0,40
10211,0,44
10212,0,40
10213,0,30
10214,0,25
10215,0,40
10216,0,32
10217,0,17
10218,0,40
10219,15024,60
10220,0,40
10221,0,50
10222,0,30
10223,0,40
10224,0,40
10225,0,60
10226,0,40
10227,0,20
10228,0,19
10229,0,40
10230,0,40
10231,0,70
10232,0,35
10233,0,26
10234,0,38
10235,0,40
10236,0,40
10237,0,50
10238,0,40
10239,0,40
10240,0,35
10241,0,45
10242,0,40
10243,0,40
10244,0,30
10245,0,40
10246,0,55
10247,0,32
10248,0,45
10249,0,40
10250,0,40
10251,0,35
10252,0,38
10253,0,40
10254,0,32
10255,0,40
10256,0,40
10257,0,40
10258,0,60
10259,0,40
10260,0,85
10261,0,40
10262,0,40
10263,0,45
10264,0,56
10265,0,43
10266,0,99
10267,0,50
10268,0,45
10269,0,60
10270,0,40
10271,0,40
10272,0,38
10273,0,40
10274,0,40
10275,0,20
10276,0,35
10277,0,40
10278,0,40
10279,0,60
10280,0,50
10281,0,40
10282,0,40
10283,0,20
10284,0,18
10285,5013,40
10286,4386,52
10287,0,40
10288,0,72
10289,0,26
10290,0,45
10291,0,40
10292,0,25
10293,0,20
10294,0,50
10295,0,7
10296,15024,40
10297,0,30
10298,0,40
10299,2463,40
10300,0,40
10301,0,45
10302,0,40
10303,2964,6
10304,0,44
10305,0,35
10306,0,48
10307,0,40
10308,0,15
10309,0,45
10310,0,40
10311,0,30
10312,0,25
10313,0,40
10314,0,50
10315,0,40
10316,0,35
10317,0,70
10318,0,40
10319,0,40
10320,0,40
10321,0,25
10322,0,30
10323,0,50
10324,0,40
10325,0,40
10326,0,40
10327,14084,63
10328,0,8
10329,0,40
10330,0,38
10331,0,36
10332,0,45
10333,0,70
10334,0,50
10335,0,40
10336,0,20
10337,0,50
10338,0,38
10339,0,48
10340,0,40
10341,0,14
10342,4386,15
10343,0,60
10344,0,50
10345,0,40
10346,0,20
10347,0,60
10348,0,30
10349,0,50
10350,0,30
10351,0,35
10352,0,45
10353,0,40
10354,0,40
10355,0,50
10356,0,45
10357,0,26
10358,0,15
10359,2829,40
10360,0,40
10361,0,35
10362,0,60
10363,0,36
10364,0,40
10365,0,25
10366,99999,60
10367,0,40
10368,0,45
10369,0,45
10370,0,50
10371,0,52
10372,0,30
10373,0,50
10374,0,40
10375,0,50
10376,0,70
10377,0,96
10378,0,40
10379,0,49
10380,0,40
10381,0,40
10382,0,20
10383,0,40
10384,0,40
10385,0,41
10386,0,4
10387,0,38
10388,0,40
10389,0,45
10390,0,40
10391,0,40
10392,0,40
10393,0,40
10394,0,66
10395,0,20
10396,0,35
10397,0,44
10398,594,16
10399,0,40
10400,0,30
10401,0,20
10402,0,40
10403,0,40
10404,0,30
10405,0,40
10406,0,50
10407,0,35
10408,0,40
10409,0,40
10410,0,40
10411,3818,11
10412,0,35
10413,0,40
10414,3908,46
10415,0,40
10416,0,40
10417,0,40
10418,0,40
10419,0,20
10420,0,40
10421,0,40
10422,0,40
10423,0,50
10424,0,48
10425,0,40
10426,0,40
10427,0,40
10428,0,35
10429,0,50
10430,0,40
10431,0,40
10432,0,24
10433,0,52
10434,0,43
10435,0,38
10436,0,35
10437,0,15
10438,0,40
10439,0,30
10440,0,40
10441,0,38
10442,0,40
10443,0,24
10444,0,40
10445,0,65
10446,0,50
10447,3325,45
10448,0,12
10449,0,25
10450,6497,35
10451,0,20
10452,0,40
10453,0,50
10454,0,45
10455,20051,60
10456,0,40
10457,0,40
10458,0,8
10459,0,45
10460,0,40
10461,0,45
10462,0,40
10463,0,37
10464,0,40
10465,4386,37
10466,0,40
10467,0,40
10468,0,99
10469,0,65
10470,0,50
10471,0,15
10472,0,25
10473,5013,40
10474,0,40
10475,0,20
10476,0,60
10477,0,20
10478,0,40
10479,0,50
10480,0,40
10481,0,40
10482,0,40
10483,0,35
10484,0,15
10485,0,48
10486,0,35
10487,0,45
10488,0,40
10489,5013,40
10490,0,40
10491,0,24
10492,0,40
10493,0,50
10494,0,40
10495,0,40
10496,7688,55
10497,0,40
10498,0,20
10499,0,67
10500,0,40
10501,0,40
10502,0,45
10503,0,45
10504,2907,40
10505,0,50
10506,0,60
10507,0,55
10508,0,45
10509,0,70
10510,7688,20
10511,0,40
10512,0,40
10513,0,20
10514,0,40
10515,0,36
10516,0,48
10517,0,40
10518,0,40
10519,0,40
10520,0,25
10521,0,57
10522,0,20
10523,0,40
10524,0,40
10525,0,25
10526,0,40
10527,0,40
10528,0,50
10529,0,40
10530,0,35
10531,0,50
10532,0,40
10533,0,40
10534,3103,40
10535,0,42
10536,0,24
10537,0,40
10538,0,35
10539,0,25
10540,0,42
10541,0,40
10542,0,40
10543,0,60
10544,0,56
10545,9386,50
10546,0,60
10547,0,40
10548,0,55
10549,0,40
10550,0,45
10551,0,40
10552,0,40
10553,0,40
10554,0,40
10555,0,30
10556,0,20
10557,0,56
10558,0,40
10559,0,77
10560,0,40
10561,0,40
10562,0,45
10563,0,25
10564,0,40
10565,0,40
10566,0,50
10567,0,40
10568,0,40
10569,0,48
10570,0,40
10571,0,40
10572,0,40
10573,0,40
10574,0,40
10575,0,20
10576,0,40
10577,0,30
10578,0,40
10579,0,40
10580,0,60
10581,0,40
10582,0,40
10583,0,50
10584,0,60
10585,0,40
10586,0,35
10587,0,40
10588,0,40
10589,0,60
10590,0,40
10591,5013,60
10592,0,60
10593,0,75
10594,0,40
10595,0,40
10596,0,45
10597,0,40
10598,0,40
10599,0,25
10600,0,45
10601,0,50
10602,0,50
10603,0,25
10604,0,40
10605,0,40
10606,0,40
10607,0,40
10608,0,40
10609,0,40
10610,0,40
10611,0,40
10612,0,40
10613,0,40
10614,0,40
10615,1424,6
10616,0,39
10617,0,40
10618,0,50
10619,0,40
10620,0,40
10621,7298,50
10622,0,24
10623,0,38
10624,0,48
10625,0,50
10626,0,40
10627,0,65
10628,0,45
10629,0,60
10630,0,35
10631,0,15
10632,0,40
10633,0,45
10634,0,50
10635,0,40
10636,0,40
10637,0,40
10638,0,16
10639,0,60
10640,0,40
10641,0,40
10642,0,40
10643,0,40
10644,0,40
10645,0,25
10646,0,45
10647,0,43
10648,0,40
10649,0,40
10650,0,40
10651,0,40
10652,0,43
10653,0,40
10654,0,14
10655,0,45
10656,0,40
10657,0,50
10658,0,50
10659,0,4
10660,0,50
10661,99999,40
10662,2176,25
10663,0,45
10664,0,40
10665,0,40
10666,0,40
10667,15024,50
10668,5013,40
10669,0,50
10670,0,16
10671,0,40
10672,3137,40
10673,9386,30
10674,0,40
10675,0,40
10676,0,40
10677,0,40
10678,0,15
10679,0,50
10680,0,40
10681,0,40
10682,0,45
10683,0,8
10684,3674,35
10685,0,20
10686,0,30
10687,0,40
10688,2202,56
10689,0,40
10690,0,55
10691,0,40
10692,0,35
10693,0,45
10694,0,40
10695,0,40
10696,0,40
10697,0,40
10698,0,40
10699,0,40
10700,20051,50
10701,2202,50
10702,0,55
10703,0,40
10704,0,30
10705,0,40
10706,0,40
10707,0,40
10708,0,45
10709,0,8
10710,0,35
10711,0,40
10712,0,40
10713,0,40
10714,0,25
10715,0,4
10716,0,40
10717,0,40
10718,0,16
10719,7688,45
10720,0,40
10721,0,50
10722,0,45
10723,0,30
10724,0,20
10725,0,55
10726,0,50
10727,0,20
10728,0,82
10729,15024,40
10730,0,40
10731,0,40
10732,0,40
10733,0,40
10734,0,45
10735,0,40
10736,0,20
10737,0,70
10738,0,40
10739,0,48
10740,0,40
10741,0,40
10742,0,40
10743,0,60
10744,0,50
10745,0,20
10746,0,40
10747,0,43
10748,0,40
10749,0,40
10750,0,40
10751,0,40
10752,0,40
10753,0,40
10754,0,50
10755,0,37
10756,0,40
10757,0,50
10758,0,35
10759,0,40
10760,0,40
10761,0,40
10762,0,70
10763,0,40
10764,0,20
10765,0,20
10766,0,40
10767,0,40
10768,0,50
10769,7688,40
10770,0,40
10771,99999,72
10772,0,60
10773,0,30
10774,0,35
10775,0,35
10776,0,40
10777,0,40
10778,0,50
10779,0,30
10780,0,40
10781,0,40
10782,0,40
10783,0,20
10784,0,40
10785,0,52
10786,0,45
10787,0,33
10788,0,40
10789,2174,40
10790,0,35
10791,0,25
10792,7688,50
10793,10605,10
10794,0,40
10795,0,40
10796,0,40
10797,0,40
10798,0,40
10799,7688,45
10800,0,50
10801,7688,40
10802,0,40
10803,0,40
10804,594,20
10805,0,40
10806,0,40
10807,0,40
10808,0,40
10809,0,40
10810,0,25
10811,11678,50
10812,0,40
10813,10520,40
10814,0,40
10815,7688,40
10816,0,40
10817,5013,70
10818,0,40
10819,0,60
10820,0,30
10821,0,25
10822,0,45
10823,0,28
10824,0,40
10825,0,45
10826,0,40
10827,0,45
10828,0,40
10829,3103,40
10830,0,40
10831,0,45
10832,0,40
10833,2176,40
10834,0,40
10835,0,40
10836,0,20
10837,0,40
10838,0,60
10839,0,15
10840,0,40
10841,0,2
10842,0,38
10843,0,30
10844,0,20
10845,0,35
10846,0,40
10847,0,48
10848,99999,40
10849,0,38
10850,0,80
10851,0,40
10852,0,38
10853,0,40
10854,0,24
10855,0,42
10856,0,40
10857,0,40
10858,0,50
10859,0,40
10860,0,60
10861,0,40
10862,0,40
10863,0,40
10864,0,40
10865,0,40
10866,0,58
10867,0,50
10868,0,40
10869,0,40
10870,0,50
10871,0,40
10872,0,36
10873,0,50
10874,0,40
10875,0,55
10876,0,72
10877,0,40
10878,0,40
10879,0,50
10880,4416,40
10881,0,10
10882,0,40
10883,0,48
10884,0,40
10885,0,40
10886,0,42
10887,0,20
10888,0,40
10889,0,40
10890,0,40
10891,3103,50
10892,0,30
10893,0,40
10894,0,40
10895,0,40
10896,15024,50
10897,0,60
10898,0,35
10899,0,50
10900,0,40
10901,0,40
10902,5013,40
10903,0,40
10904,0,50
10905,0,40
10906,15024,50
10907,0,40
10908,0,40
10909,7298,40
10910,0,37
10911,0,40
10912,0,40
10913,0,40
10914,0,80
10915,0,40
10916,0,55
10917,0,70
10918,0,35
10919,15024,38
10920,0,48
10921,0,40
10922,0,30
10923,0,40
10924,0,46
10925,0,40
10926,0,50
10927,0,40
10928,0,40
10929,0,40
10930,0,40
10931,0,50
10932,0,25
10933,0,40
10934,0,48
10935,0,40
10936,0,50
10937,0,45
10938,0,35
10939,0,55
10940,0,54
10941,0,40
10942,0,40
10943,0,38
10944,3674,50
10945,0,40
10946,0,40
10947,0,40
10948,0,40
10949,0,40
10950,0,40
10951,0,40
10952,0,41
10953,0,60
10954,0,90
10955,0,40
10956,0,40
10957,0,3
10958,0,40
10959,0,12
10960,5178,40
10961,0,25
10962,99999,40
10963,0,40
10964,99999,70
10965,0,20
10966,0,25
10967,0,40
10968,0,55
10969,0,55
10970,0,30
10971,0,40
10972,0,40
10973,0,45
10974,0,50
10975,0,30
10976,0,40
10977,0,40
10978,0,25
10979,0,55
10980,7688,25
10981,0,25
10982,0,45
10983,0,55
10984,0,30
10985,0,40
10986,0,99
10987,0,40
10988,0,50
10989,7298,40
10990,0,40
10991,0,40
10992,0,40
10993,0,40
10994,0,40
10995,0,40
10996,0,52
10997,0,45
10998,0,24
10999,0,50
11000,0,25
11001,0,40
11002,0,40
11003,0,50
11004,0,25
11005,6849,40
11006,0,40
11007,0,50
11008,3273,40
11009,0,40
11010,0,50
11011,5013,45
11012,0,40
11013,0,60
11014,0,40
11015,0,60
11016,0,40
11017,3103,40
11018,0,40
11019,0,40
11020,3325,50
11021,0,57
11022,0,4
11023,0,40
11024,0,40
11025,7298,60
11026,0,60
11027,0,40
11028,0,40
11029,0,45
11030,0,30
11031,0,35
11032,0,20
11033,0,50
11034,0,60
11035,0,40
11036,0,40
11037,0,40
11038,0,40
11039,0,40
11040,15024,55
11041,0,50
11042,0,40
11043,0,40
11044,0,60
11045,0,40
11046,0,60
11047,0,72
11048,0,40
11049,0,40
11050,0,8
11051,0,40
11052,0,40
11053,0,40
11054,0,40
11055,0,20
11056,0,40
11057,0,40
11058,0,35
11059,0,3
11060,0,35
11061,0,55
11062,0,21
11063,0,20
11064,0,60
11065,0,40
11066,0,38
11067,0,40
11068,0,40
11069,0,48
11070,0,40
11071,0,50
11072,0,40
11073,0,40
11074,0,40
11075,5013,40
11076,0,15
11077,0,40
11078,7688,65
11079,0,40
11080,0,50
11081,0,45
11082,0,50
11083,0,40
11084,0,20
11085,0,30
11086,0,40
11087,0,20
11088,0,60
11089,0,40
11090,0,40
11091,0,44
11092,0,40
11093,0,50
11094,0,60
11095,0,40
11096,0,50
11097,0,25
11098,0,40
11099,0,40
11100,0,40
11101,0,50
11102,0,45
11103,0,50
